style_weight,decoder,psnr,ssim,lpips,inference_time_ms
3,BaselineDecoder,7.544687058302328,0.3419865,0.3742735981941223,2.087116241455078
3,BaselineDecoder,7.7920644013575355,0.32437235,0.4237799048423767,1.7044544219970703
3,BaselineDecoder,7.799456415537848,0.23578028,0.4412904977798462,1.7087459564208984
3,BaselineDecoder,7.781510028249453,0.33814645,0.4020998477935791,50.60172080993652
3,BaselineDecoder,7.445492344872409,0.32451913,0.37671080231666565,1.7094612121582031
3,ResNetDecoder,9.219670268460936,0.24295145,0.4268508553504944,3.3655166625976562
3,ResNetDecoder,9.31528150225661,0.38001192,0.3713136613368988,24.006128311157227
3,ResNetDecoder,8.956806548249212,0.30080393,0.3836875259876251,3.0546188354492188
3,ResNetDecoder,9.252938946531572,0.3657137,0.37751340866088867,3.065347671508789
3,ResNetDecoder,8.614334179473058,0.35110128,0.35461199283599854,3.0019283294677734
3,AttentionDecoder,9.260758600303161,0.31770417,0.42092859745025635,2.62451171875
3,AttentionDecoder,8.39413424351534,0.33273268,0.39945995807647705,2.282381057739258
3,AttentionDecoder,7.712462265596102,0.32778874,0.3867942690849304,2.2394657135009766
3,AttentionDecoder,8.532515978695692,0.33962652,0.38109686970710754,2.278566360473633
3,AttentionDecoder,8.867082862352868,0.32407665,0.4187622666358948,2.2559165954589844
3,UNetDecoder,11.237106591637778,0.67744297,0.2572970986366272,2.048015594482422
3,UNetDecoder,11.18593840042482,0.7340491,0.18816503882408142,1.7952919006347656
3,UNetDecoder,11.682828437156639,0.74027586,0.24359148740768433,1.7561912536621094
3,UNetDecoder,11.324610634458205,0.68426293,0.27219587564468384,1.7714500427246094
3,UNetDecoder,11.456368274455887,0.7335567,0.1869734227657318,1.7659664154052734
7,BaselineDecoder,7.440446313069402,0.30100125,0.4400006830692291,1.992940902709961
7,BaselineDecoder,7.689039719820285,0.30401206,0.4568853974342346,1.8322467803955078
7,BaselineDecoder,7.291786852195226,0.29504782,0.45445412397384644,1.7099380493164062
7,BaselineDecoder,7.458968388307818,0.3028362,0.4443175196647644,2.4650096893310547
7,BaselineDecoder,7.699338471333683,0.24751095,0.45953840017318726,1.6851425170898438
7,ResNetDecoder,9.450282860681986,0.33528146,0.417007178068161,3.485441207885742
7,ResNetDecoder,10.16766569130108,0.37116703,0.4226340651512146,3.0753612518310547
7,ResNetDecoder,9.604827211383625,0.31373644,0.45849770307540894,3.077983856201172
7,ResNetDecoder,9.48167399716849,0.34708762,0.4396601915359497,3.1363964080810547
7,ResNetDecoder,9.021986330288335,0.20817846,0.47362765669822693,3.034353256225586
7,AttentionDecoder,8.263652439290771,0.30890074,0.4356286823749542,2.6712417602539062
7,AttentionDecoder,8.045952880995133,0.32178187,0.43532612919807434,2.38037109375
7,AttentionDecoder,8.670574765692638,0.2581909,0.4824187755584717,2.209186553955078
7,AttentionDecoder,8.130279397006785,0.18623863,0.47638213634490967,2.226591110229492
7,AttentionDecoder,8.603831216491415,0.19446939,0.4871518611907959,2.260923385620117
7,UNetDecoder,11.611278059926898,0.66124064,0.31126582622528076,2.122640609741211
7,UNetDecoder,11.567879589063166,0.6219068,0.3791109621524811,1.7769336700439453
7,UNetDecoder,11.753247305794496,0.6372022,0.34426653385162354,1.9152164459228516
7,UNetDecoder,11.717990875177248,0.65507764,0.33770209550857544,1.760721206665039
7,UNetDecoder,11.673755248240965,0.6712305,0.307890921831131,1.912832260131836
10,BaselineDecoder,7.662118182484651,0.25469968,0.4927082657814026,2.0673274993896484
10,BaselineDecoder,7.333772881547976,0.27796167,0.47045332193374634,1.8072128295898438
10,BaselineDecoder,7.266025583876422,0.2739412,0.44795873761177063,1.692056655883789
10,BaselineDecoder,7.1910667748222075,0.26424378,0.5922316312789917,1.7409324645996094
10,BaselineDecoder,7.142462995422829,0.27450255,0.4771408140659332,1.734018325805664
10,ResNetDecoder,9.022729684235609,0.18506008,0.48094794154167175,3.4592151641845703
10,ResNetDecoder,9.479808538004683,0.31142268,0.4593968987464905,3.1952857971191406
10,ResNetDecoder,9.545688011387202,0.27945805,0.47083258628845215,3.0603408813476562
10,ResNetDecoder,9.336787754995521,0.24805075,0.4716491103172302,3.035306930541992
10,ResNetDecoder,9.651141144867326,0.28627563,0.4856094717979431,3.0829906463623047
10,AttentionDecoder,9.242622054711873,0.2697,0.4975798726081848,2.668619155883789
10,AttentionDecoder,9.077846231256366,0.3285878,0.5090659856796265,2.285003662109375
