step,total_loss,content_loss,style_loss
0,52.249900817871094,6.850271224975586,4.5399627685546875
100,16.512928009033203,5.555253505706787,1.0957674980163574
200,26.399049758911133,5.328855037689209,2.1070194244384766
300,20.286617279052734,7.951532363891602,1.2335084676742554
400,15.546478271484375,4.864466190338135,1.0682013034820557
500,20.27154541015625,7.805944442749023,1.246559977531433
600,17.93293571472168,6.319724082946777,1.1613211631774902
700,14.641592025756836,6.138738632202148,0.8502852916717529
800,20.86824607849121,8.58286190032959,1.2285383939743042
900,11.847085952758789,4.747460842132568,0.7099624872207642
1000,8.209868431091309,3.8336853981018066,0.43761831521987915
1100,6.740749835968018,4.232949256896973,0.25078004598617554
1200,18.47154998779297,7.73116397857666,1.0740386247634888
1300,12.69090461730957,5.736239910125732,0.6954664587974548
1400,10.470686912536621,7.106276512145996,0.3364410698413849
1500,6.097053527832031,3.7668089866638184,0.2330244779586792
1600,10.64529800415039,4.599050045013428,0.6046247482299805
1700,11.600333213806152,3.0120627880096436,0.8588269948959351
1800,8.59486198425293,4.047266006469727,0.4547596573829651
1900,16.872783660888672,8.968377113342285,0.7904406785964966
2000,5.378098011016846,3.343653678894043,0.20344442129135132
2100,10.364933013916016,4.975998878479004,0.5388934016227722
2200,10.991316795349121,5.186403274536133,0.5804913640022278
2300,10.686176300048828,4.64339542388916,0.6042780876159668
2400,11.103771209716797,6.881354808807373,0.4222416579723358
2500,10.773065567016602,5.764178276062012,0.5008887648582458
2600,11.92349624633789,5.661088943481445,0.6262407898902893
2700,7.007253170013428,3.449460506439209,0.3557792603969574
2800,17.458311080932617,8.443319320678711,0.9014992117881775
2900,7.554167747497559,3.8338770866394043,0.3720290958881378
3000,6.703769207000732,4.010498523712158,0.2693270742893219
3100,11.019880294799805,4.539266109466553,0.6480613946914673
3200,9.262348175048828,7.043618679046631,0.2218729853630066
3300,5.08767557144165,2.225513458251953,0.28621619939804077
3400,8.997081756591797,6.807849884033203,0.2189231514930725
3500,7.616659641265869,4.60815954208374,0.3008500039577484
3600,6.830754280090332,4.491185665130615,0.23395684361457825
3700,4.450155258178711,2.321866273880005,0.21282893419265747
3800,9.447868347167969,4.862814903259277,0.4585053622722626
3900,7.362400054931641,3.6843416690826416,0.3678058683872223
4000,7.893233299255371,3.7134954929351807,0.4179738163948059
4100,5.276562213897705,2.8721790313720703,0.240438312292099
4200,7.488505840301514,2.2891926765441895,0.5199313163757324
4300,5.786138534545898,2.871959686279297,0.2914178967475891
4400,10.173392295837402,4.775266647338867,0.5398125648498535
4500,7.999557018280029,3.2143521308898926,0.4785205125808716
4600,10.191963195800781,5.469480991363525,0.47224825620651245
4700,12.4597749710083,9.713905334472656,0.274586945772171
4800,9.163588523864746,5.154298782348633,0.40092897415161133
4900,12.971948623657227,9.164827346801758,0.3807121813297272
