style_weight,decoder,psnr,ssim,lpips,inference_time_ms
10,UNetDecoder,12.148583836734787,0.48300934,0.5578367114067078,2.114534378051758
10,UNetDecoder,11.999769916978947,0.592374,0.4717000126838684,1.8129348754882812
10,UNetDecoder,12.583002241587193,0.6352779,0.41259557008743286,1.7936229705810547
10,UNetDecoder,13.745865661860908,0.5477331,0.5209519863128662,2.0287036895751953
10,UNetDecoder,12.01385723974306,0.53082615,0.4837809205055237,1.749277114868164
10,UNetDecoder,11.849173284188947,0.49397478,0.5182737112045288,1.8088817596435547
10,UNetDecoder,11.986392563672963,0.59645903,0.46081435680389404,1.8780231475830078
10,UNetDecoder,11.30645641077059,0.35997382,0.5874724388122559,2.016305923461914
10,UNetDecoder,11.904030310552487,0.5053895,0.5291836857795715,1.9497871398925781
10,UNetDecoder,12.054114345925036,0.5274661,0.5137505531311035,2.1278858184814453
10,UNetDecoder,11.99998962831324,0.31406808,0.5757401585578918,1.9135475158691406
10,UNetDecoder,12.066045515109277,0.6041808,0.5031564235687256,2.564668655395508
10,UNetDecoder,11.62054885178942,0.60675853,0.43762630224227905,1.786947250366211
10,UNetDecoder,11.955650015974024,0.36841953,0.5435701608657837,1.867055892944336
10,UNetDecoder,12.364097383769284,0.47375092,0.611509382724762,1.7385482788085938
