style_weight,decoder,psnr,ssim,lpips,inference_time_ms
3,BaselineDecoder,15.998398745605611,0.38747206,0.33467715978622437,1.9748210906982422
3,BaselineDecoder,15.491573408995373,0.34365487,0.39899542927742004,1.7135143280029297
3,BaselineDecoder,14.334506606703506,0.24682455,0.39046552777290344,1.833200454711914
3,BaselineDecoder,15.89261089806457,0.36402345,0.3496032655239105,1.6832351684570312
3,BaselineDecoder,15.844488255818233,0.3731437,0.35219162702560425,1.800537109375
3,ResNetDecoder,14.094969223723819,0.26318872,0.3825376033782959,3.3669471740722656
3,ResNetDecoder,16.194006469008414,0.38927388,0.3208691477775574,3.083467483520508
3,ResNetDecoder,15.613555723118607,0.31532586,0.3624263107776642,3.0319690704345703
3,ResNetDecoder,15.821111580228136,0.36428273,0.3389242887496948,3.013134002685547
3,ResNetDecoder,16.45769542926349,0.39381114,0.3134617805480957,3.0231475830078125
3,AttentionDecoder,14.421756958064446,0.28861135,0.3782011866569519,2.5556087493896484
3,AttentionDecoder,15.651105997051912,0.33814383,0.35377514362335205,2.247333526611328
3,AttentionDecoder,15.912421191933303,0.38971615,0.3442898392677307,2.2430419921875
3,AttentionDecoder,15.701996029318789,0.34870383,0.3395044207572937,2.226591110229492
3,AttentionDecoder,15.198759908705844,0.3107504,0.3681510388851166,2.2382736206054688
3,UNetDecoder,16.959179573306173,0.71185464,0.19587655365467072,2.0051002502441406
3,UNetDecoder,16.910539832999063,0.732444,0.1329057812690735,1.8811225891113281
3,UNetDecoder,16.039293865698525,0.7292859,0.19905945658683777,54.036855697631836
3,UNetDecoder,15.384913628055292,0.6310762,0.2850032150745392,1.9075870513916016
3,UNetDecoder,15.993618631025573,0.7100112,0.14803287386894226,2.2661685943603516
7,BaselineDecoder,15.697996546454265,0.3538333,0.39884740114212036,1.966714859008789
7,BaselineDecoder,15.74777071950141,0.34991312,0.43199145793914795,62.72125244140625
7,BaselineDecoder,15.718536286490144,0.3670428,0.39019477367401123,2.2177696228027344
7,BaselineDecoder,15.767305247988158,0.36547974,0.42228883504867554,1.7199516296386719
7,BaselineDecoder,14.413790898144134,0.2809013,0.43029671907424927,1.8265247344970703
7,ResNetDecoder,14.046081432451818,0.29705366,0.38025689125061035,3.4437179565429688
7,ResNetDecoder,12.532207481980182,0.2879617,0.3684641420841217,3.056764602661133
7,ResNetDecoder,13.242686641573728,0.26365876,0.37840700149536133,3.063201904296875
7,ResNetDecoder,14.004999595057699,0.30628815,0.3927875757217407,3.043651580810547
7,ResNetDecoder,13.475962140722572,0.19517875,0.47737306356430054,2.9866695404052734
7,AttentionDecoder,15.859944726530218,0.3336002,0.3903849124908447,67.16108322143555
7,AttentionDecoder,16.062065364471025,0.35759208,0.39690932631492615,2.37274169921875
7,AttentionDecoder,14.635404262503119,0.26123857,0.4039708375930786,2.2530555725097656
7,AttentionDecoder,14.14563651778186,0.20334268,0.48526519536972046,2.3598670959472656
7,AttentionDecoder,13.222253479887575,0.19512026,0.4673011898994446,2.2106170654296875
7,UNetDecoder,12.153477723583974,0.57805306,0.31104955077171326,2.02178955078125
7,UNetDecoder,12.497757092876189,0.5533039,0.3425254225730896,1.7666816711425781
7,UNetDecoder,12.538403897392012,0.5830659,0.33030974864959717,1.7600059509277344
7,UNetDecoder,12.07386408795805,0.5554015,0.3446801006793976,1.8641948699951172
7,UNetDecoder,13.516833368720926,0.63491195,0.2549978494644165,1.771688461303711
10,BaselineDecoder,14.951290014960257,0.2994988,0.4317571222782135,2.0177364349365234
10,BaselineDecoder,15.4599884703188,0.35400298,0.4294314980506897,1.8458366394042969
10,BaselineDecoder,15.495087071669566,0.342308,0.4333883821964264,2.5167465209960938
10,BaselineDecoder,14.259224247277754,0.32929245,0.5799009799957275,1.8568038940429688
10,BaselineDecoder,15.511942414826049,0.37390843,0.4049057066440582,1.7216205596923828
10,ResNetDecoder,12.72342248158106,0.19474863,0.44071832299232483,3.5758018493652344
10,ResNetDecoder,13.434831325613333,0.28908136,0.39836469292640686,7.93766975402832
10,ResNetDecoder,13.44663341568436,0.25609016,0.4195755124092102,3.048419952392578
10,ResNetDecoder,12.639583256482664,0.2500633,0.41480913758277893,3.195524215698242
10,ResNetDecoder,13.168790189627222,0.25352558,0.4294882118701935,2.993345260620117
10,AttentionDecoder,13.044395044104256,0.22957146,0.4077589809894562,2.553701400756836
10,AttentionDecoder,14.428141634432624,0.29340756,0.4527142345905304,2.222299575805664
10,AttentionDecoder,10.862648785190583,0.14093098,0.4475339949131012,2.4476051330566406
10,AttentionDecoder,13.485493392010277,0.24340375,0.40530797839164734,2.206087112426758
