style_weight,decoder,psnr,ssim,lpips,inference_time_ms
10,AttentionDecoder,13.326640616409602,0.25829327,0.45262610912323,2.22015380859375
10,UNetDecoder,11.186009571064526,0.50075233,0.3932836949825287,2.0303726196289062
10,UNetDecoder,13.218545796487543,0.5815395,0.3659685552120209,1.7328262329101562
10,UNetDecoder,13.821046101451165,0.6272237,0.2765079736709595,1.8947124481201172
10,UNetDecoder,12.17931028868247,0.49481407,0.43488389253616333,1.7347335815429688
10,UNetDecoder,12.7416016027586,0.56611365,0.34598612785339355,2.4237632751464844
20,BaselineDecoder,15.431554886023553,0.37502596,0.48253336548805237,2.068758010864258
20,BaselineDecoder,14.751838923753848,0.28723255,0.44391530752182007,1.8415451049804688
20,BaselineDecoder,14.975419138944739,0.288655,0.46123605966567993,1.7251968383789062
20,BaselineDecoder,13.122242434773925,0.15519668,0.4977843761444092,1.7466545104980469
20,BaselineDecoder,15.129242422145264,0.32232404,0.48178631067276,1.7955303192138672
20,ResNetDecoder,12.106915338131131,0.23959589,0.49122387170791626,3.4923553466796875
20,ResNetDecoder,12.861517718357016,0.26911715,0.4652031660079956,3.080129623413086
20,ResNetDecoder,12.901243610792664,0.22518976,0.5004112124443054,3.0379295349121094
20,ResNetDecoder,12.876259172136704,0.2454273,0.4962890148162842,3.199338912963867
20,ResNetDecoder,11.336301193011513,0.17522132,0.5080634355545044,3.0591487884521484
20,AttentionDecoder,14.245812957067885,0.22610517,0.5255412459373474,2.713918685913086
20,AttentionDecoder,13.27520339650513,0.19602059,0.5013673901557922,2.350330352783203
20,AttentionDecoder,14.248164094083808,0.22899234,0.5032832622528076,2.2683143615722656
20,AttentionDecoder,14.54108701464447,0.2798502,0.5065634846687317,2.2356510162353516
20,AttentionDecoder,14.86410437693863,0.19907539,0.5837270617485046,2.2220611572265625
20,UNetDecoder,13.650282673308329,0.457543,0.4019121527671814,2.0904541015625
20,UNetDecoder,14.174662218019392,0.45318833,0.42397287487983704,2.7883052825927734
20,UNetDecoder,13.333301506818547,0.4027773,0.45209211111068726,1.7726421356201172
20,UNetDecoder,14.495764196405844,0.4896574,0.40838804841041565,1.8541812896728516
20,UNetDecoder,14.878779613620473,0.49581394,0.3850904107093811,1.74713134765625
30,BaselineDecoder,14.638893317675233,0.32135087,0.4612005650997162,1.9779205322265625
30,BaselineDecoder,14.406975940725733,0.30099985,0.4674866795539856,1.8703937530517578
30,BaselineDecoder,13.945601316125465,0.22103453,0.505464494228363,1.7056465148925781
30,BaselineDecoder,13.881762022324208,0.24268849,0.4834892153739929,1.8041133880615234
30,BaselineDecoder,14.076228019198902,0.2816871,0.5095525979995728,1.7113685607910156
30,ResNetDecoder,11.306521149984633,0.15745912,0.5083209872245789,3.4096240997314453
30,ResNetDecoder,11.415794060090064,0.13030069,0.5316610336303711,3.045320510864258
30,ResNetDecoder,11.60998917069833,0.1714185,0.5510063767433167,43.355703353881836
30,ResNetDecoder,12.71867670299024,0.18185234,0.5178154110908508,3.114938735961914
30,ResNetDecoder,12.752025195085556,0.22510833,0.49694469571113586,2.997159957885742
30,AttentionDecoder,11.32505236917843,0.17163925,0.5258837938308716,2.586841583251953
30,AttentionDecoder,13.506613769583884,0.2458788,0.4771035611629486,50.48799514770508
30,AttentionDecoder,11.751658844816875,0.20316072,0.516412615776062,2.229928970336914
30,AttentionDecoder,13.880957195612307,0.25542685,0.5063894987106323,2.3305416107177734
30,AttentionDecoder,11.112729402897234,0.1964076,0.5138680934906006,2.216339111328125
30,UNetDecoder,13.938844169614889,0.45023146,0.4388192892074585,2.0406246185302734
30,UNetDecoder,13.819318073291234,0.41382897,0.51450115442276,1.7774105072021484
30,UNetDecoder,13.484406221064063,0.42790595,0.49265801906585693,1.7609596252441406
30,UNetDecoder,13.618180881400534,0.45589447,0.4471873641014099,1.8498897552490234
30,UNetDecoder,12.782952935677596,0.3586881,0.45957979559898376,1.7774105072021484
