style_weight,decoder,psnr,ssim,lpips,inference_time_ms
10,UNetDecoder,11.659376177434368,0.42301032,0.4821147918701172,2.095937728881836
10,UNetDecoder,12.349169359829304,0.56270385,0.3283800780773163,1.8672943115234375
10,UNetDecoder,12.663785465225352,0.5625235,0.3397562801837921,1.8873214721679688
10,UNetDecoder,12.566281923087532,0.5815428,0.35886093974113464,1.7764568328857422
10,UNetDecoder,12.838999330771244,0.6281423,0.3037606179714203,1.8842220306396484
10,UNetDecoder,12.833875007536017,0.63355756,0.30879655480384827,1.7595291137695312
10,UNetDecoder,12.559161024726182,0.5803115,0.3027937412261963,1.741647720336914
10,UNetDecoder,11.79341179857996,0.49505553,0.42269882559776306,1.8665790557861328
10,UNetDecoder,12.432406647098395,0.5003276,0.3802015781402588,1.789093017578125
10,UNetDecoder,12.272437473167093,0.53522545,0.3497505784034729,1.8639564514160156
10,UNetDecoder,12.656314890692954,0.5588023,0.4162399172782898,1.779317855834961
10,UNetDecoder,12.400227779576387,0.522011,0.3688960671424866,1.8641948699951172
10,UNetDecoder,12.354806891906534,0.5240225,0.37075209617614746,1.7743110656738281
10,UNetDecoder,12.640525088372963,0.58295995,0.3741909861564636,2.215862274169922
10,UNetDecoder,12.40890284183487,0.55264956,0.4063769578933716,2.0418167114257812
