style_weight,decoder,psnr,ssim,lpips,inference_time_ms
3,BaselineDecoder,7.796551449509592,0.18887292,0.4256358742713928,1.9724369049072266
3,BaselineDecoder,8.001462798603221,0.1851012,0.4471944570541382,1.8596649169921875
3,BaselineDecoder,8.340643933120225,0.18236697,0.3963089883327484,1.6751289367675781
3,BaselineDecoder,8.038423916359337,0.19530499,0.4242543578147888,1.6744136810302734
3,BaselineDecoder,7.630971950347906,0.18159337,0.4359906315803528,1.6813278198242188
3,ResNetDecoder,9.057348866903173,0.1824394,0.4040209650993347,3.3092498779296875
3,ResNetDecoder,9.300445258278414,0.23411046,0.38834133744239807,2.9973983764648438
3,ResNetDecoder,8.992284748330938,0.19891387,0.40217989683151245,3.1023025512695312
3,ResNetDecoder,9.080273574336998,0.21744013,0.38406720757484436,2.9287338256835938
3,ResNetDecoder,8.575424161514889,0.20105924,0.39213770627975464,3.0748844146728516
3,AttentionDecoder,9.085999824368221,0.1733288,0.3920251727104187,2.653837203979492
3,AttentionDecoder,8.283061908063459,0.17816067,0.4080550968647003,2.3534297943115234
3,AttentionDecoder,7.4889177449262645,0.15530269,0.42406731843948364,2.256155014038086
3,AttentionDecoder,8.485862296447692,0.18849953,0.3729361295700073,2.2683143615722656
3,AttentionDecoder,8.724431424397876,0.18170859,0.39252305030822754,2.5947093963623047
3,UNetDecoder,11.394981294012396,0.6128815,0.24353845417499542,2.2509098052978516
3,UNetDecoder,11.598630434963692,0.6092374,0.19673623144626617,50.200462341308594
3,UNetDecoder,12.215190156539471,0.68908507,0.19252854585647583,1.7702579498291016
3,UNetDecoder,11.855438230411746,0.58486134,0.24643416702747345,1.7828941345214844
3,UNetDecoder,11.843425550648243,0.60593325,0.20713187754154205,1.8572807312011719
7,BaselineDecoder,7.802104222960762,0.17337312,0.4583129584789276,2.0020008087158203
7,BaselineDecoder,8.014625317267384,0.17233483,0.4991222620010376,1.7180442810058594
7,BaselineDecoder,7.631129576804696,0.16126505,0.48724356293678284,1.714944839477539
7,BaselineDecoder,7.799971671485018,0.16922726,0.49377384781837463,1.7061233520507812
7,BaselineDecoder,8.033935127861785,0.17626268,0.4636339545249939,1.6925334930419922
7,ResNetDecoder,10.12335556438086,0.21273375,0.42083463072776794,3.327608108520508
7,ResNetDecoder,10.934405068289328,0.25276372,0.4401685297489166,3.1032562255859375
7,ResNetDecoder,10.546580802984325,0.21616502,0.41447871923446655,2.9861927032470703
7,ResNetDecoder,10.091295966162912,0.21494377,0.4577995538711548,2.9938220977783203
