style_weight,decoder,psnr,ssim,lpips,inference_time_ms
10,UNetDecoder,14.805648472570489,0.4878612,0.5058995485305786,2.146005630493164
10,UNetDecoder,15.542832316653332,0.67664176,0.37393081188201904,1.9009113311767578
10,UNetDecoder,16.0842037296529,0.66116387,0.3668411374092102,1.7495155334472656
10,UNetDecoder,16.857430625435935,0.672278,0.35799309611320496,2.3496150970458984
10,UNetDecoder,15.808188441476574,0.679261,0.37720680236816406,1.7769336700439453
10,UNetDecoder,15.5314590543738,0.65499806,0.4065108299255371,1.9080638885498047
10,UNetDecoder,15.87305051871663,0.6918432,0.3054008185863495,1.7304420471191406
10,UNetDecoder,13.9397902763732,0.4457588,0.5009180903434753,1.779317855834961
10,UNetDecoder,15.039379082301764,0.51204365,0.4857501983642578,1.7321109771728516
10,UNetDecoder,15.385210947893462,0.59644556,0.3905966877937317,1.8477439880371094
10,UNetDecoder,13.95411445952805,0.41085425,0.4778623580932617,1.7328262329101562
10,UNetDecoder,15.694871486463654,0.65240353,0.3970010280609131,2.5022029876708984
10,UNetDecoder,15.311905057022557,0.6323547,0.3940820097923279,1.7895698547363281
10,UNetDecoder,13.891674083444894,0.45155308,0.48901891708374023,1.7638206481933594
10,UNetDecoder,15.113511102557752,0.55820924,0.47352534532546997,1.7371177673339844
